,0,1
141,2020-03-25 10:59:14+00:00,"We can still beat #COVID19 with a comprehensive approach: test, trace, treat, isolate. In this video, @mvankerkhove talks about numerical forecasts of the #coronavirus's trajectory &amp; reminds us that we can all prevent the worst, following WHO guidance: http://bit.ly/37C3jVA"
142,2020-03-25 10:47:37+00:00,"While you stay/work at home, reduce long periods spent sitting using active breaks every 30 mins Walk up &amp; down the stairs Do some stretching exercise Dance to music for a few minutes Check out online resources to show you new ideas #COVID19 #coronavirus #BeActive"
143,2020-03-25 10:24:49+00:00,"Be kind to yourself to #BeActive during #COVID19: Regularly check your sitting posture while working from home Break up your sitting &amp; stand up while working , on the phone , or watching TV #coronavirus #HealthyAtHome"
144,2020-03-25 09:49:07+00:00," If you are at home because of #coronavirus, it's still important to stay active every day as much as you can. WHO recommends that all healthy adults do 30 minutes/day of physical activity, and children should be physically active for 1 hour/day. #COVID19 #BeActive"
145,2020-03-25 09:31:46+00:00,"Doing any activity around the home is better than none at all. Be active during #COVID19 outbreak to maintain your heart health, muscle strength and flexibility. It is good for your mental health too! #coronavirus"
146,2020-03-25 09:01:34+00:00,#BeActive and stay #HealthyAtHome ! Here are some physical activities you can do at home during #COVID19 outbreak: ‍Try exercise classes online Dance to music Play active video games Try skipping rope Do some muscle strength &amp; balance training #coronavirus
147,2020-03-24 16:45:44+00:00,"Today, there are many preventive treatment options available. New, shorter treatment options mean that people can be protected from TB for many years: new treatment lasts only 1 or 3 months versus more than 6 months in the past. #EndTB https://bit.ly/2xhWv2p"
148,2020-03-24 16:12:51+00:00,The chance of developing TB disease is higher if you: are in close contact with a TB patient are living with HIV have lower immunity live in a crowded setting. #EndTB https://bit.ly/2xhWv2p
149,2020-03-24 15:13:39+00:00,"On #WorldTBDay 2020, WHO has issued new guidance to help countries accelerate efforts to stop people with #tuberculosis (TB) infection becoming sick with TB by giving them preventive treatment https://bit.ly/2UfbjIb"
150,2020-03-24 14:52:12+00:00,Stigmatizing people with TB inhibits care and is socially devastating. It’s time to stand against stigma and discrimination. It's time to #EndTB! #WorldTBDay
151,2020-03-24 14:16:20+00:00,"More effective medicines, vaccines and tools are urgently needed to break the trajectory of the TB epidemic. It's time to scale up investments in TB research and innovation. #EndTB"
152,2020-03-24 13:45:06+00:00,Nurses and healthcare workers play a critical role in TB prevention and care. It’s time to invest in them – to improve healthcare for all. It's time to #EndTB! #WorldTBDay
153,2020-03-24 13:21:24+00:00,Affordable and quick diagnosis is the first step towards timely TB care. It’s time for universal access to rapid molecular diagnostic tests. #EndTB #WorldTBDay
154,2020-03-24 13:12:28+00:00,NOW: #WorldTBDay Talk Show. Watch LIVE https://bit.ly/2QXpkbt
155,2020-03-24 12:46:53+00:00,"On #WorldTBDay, join us for a live talk show on #tuberculosis (TB) hosting TB survivors, civil society representatives, ministers of health and heads of agencies. 2PM CET, WHO @YouTube channel https://bit.ly/2UyAq7x"
156,2020-03-24 12:38:51+00:00,"People in close contact with TB patients, especially children, and people living with HIV are at high risk of developing TB. It's time to ensure TB preventive treatment for those who are most vulnerable. https://bit.ly/2xhWv2p"
157,2020-03-24 11:08:43+00:00,1 in 4 people have TB infection. They need to take preventive treatment to stop the infection from developing into disease. It’s time to #endTB. #WorldTBDay
158,2020-03-24 10:18:15+00:00,"1 in 2 children with TB miss out on access to quality care, risking serious illness and death. It’s time to ensure no child is left behind. https://bit.ly/2xhWv2p"
159,2020-03-24 09:20:26+00:00,1 in 3 people with TB can’t get quality care today. It’s time for universal access to treat all people with quality care. It's time to #EndTB! https://bit.ly/2xhWv2p
160,2020-03-24 08:41:45+00:00,"#OpenWHO now offers an introduction course on #COVID19 in Indian sign language https://openwho.org/courses/intro-to-COVID-19-indian-sign-language For more information &amp; to enroll in OpenWHO FREE courses, go here:"
161,2020-03-24 08:31:38+00:00,Ending TB by 2030 needs: political will financial resources multisectoral engagement community ownership It's time to be accountable and ensure that we are on track to reach our goal. #EndTB https://bit.ly/2xhWv2p
162,2020-03-24 07:15:18+00:00,This #WorldTBDay’s theme is ‘It’s time’. #ItsTime to translate commitments to #endTB into urgent action. Ending the TB epidemic by is an important target in the @GlobalGoalsUN. https://bit.ly/2xhWv2p
163,2020-03-24 06:02:16+00:00,"Today is #WorldTBDay. Tuberculosis remains the ’s deadliest infectious killer. Each day, over 4000 people lose their lives to TB and close to 30,000 people fall ill with this preventable &amp; curable disease. #ItsTime to #EndTB https://bit.ly/2xhWv2p"
164,2020-03-23 23:18:08+00:00,"Frequent #HandWashing with soap and water, or preferably with an alcohol-based hand solution, kills viruses that may be on your hands. It is simple, but it is very important. https://bit.ly/2xeHH4t #SafeHands #coronavirus"
165,2020-03-23 19:45:43+00:00,"Be safe from the #coronavirus: “It starts with your hands. Please wash your hands frequently with soap and water or an alcohol-based solution”-@Alissonbecker, WHO Goodwill Ambassador, @LFC goalkeeper #SafeHands"
166,2020-03-23 19:44:33+00:00,"""Pass the message to kick out #coronavirus"" promotes five key steps for people to follow to protect their health in line with WHO guidance: -#HandWashing -Coughing etiquette -Not touching your face -Physical distance -Staying home if feeling unwell."
167,2020-03-23 17:05:38+00:00,The full briefing on #COVID19 by @DrTedros 
168,2020-03-23 16:18:31+00:00,Pass the message: Five steps to kicking out #coronavirus: WHO and @FIFAcom launched joint campaign to equip football community to tackle #COVID19 https://bit.ly/2xeHH4t pic.twitter.com/ojGBcq9U4k
169,2020-03-23 16:06:53+00:00,"""The rule of the game to kick #COVID19 out is solidarity""-@DrTedros #coronavirus"
170,2020-03-23 16:06:14+00:00,"""The world is rightly responding to #COVID19 with urgency and purpose. We call on the global community to harness that same urgency and purpose for the fight against #tuberculosis – and for a healthier, safer, fairer world for everyone""-@DrTedros #EndTB"
171,2020-03-23 16:05:43+00:00,"""Tomorrow is #WorldTBDay – an opportunity to remind world leaders of the commitments they have made to end the suffering and death caused by this ancient and terrible disease""-@DrTedros #EndTB"
172,2020-03-23 16:05:17+00:00,"""I’d like to end by reminding everyone that although #COVID19 is dominating the world’s attention, there’s another respiratory disease that is both preventable and treatable, but which kills 1.5 million people every year. It’s #tuberculosis""-@DrTedros"
173,2020-03-23 16:04:47+00:00,"""That’s why WHO has launched the SOLIDARITY trial, to generate robust, high-quality evidence as fast as possible. The more countries sign up to the trial & other large studies, the faster we will get results on which drugs work, & the more lives we will be able to save""-@DrTedros"
174,2020-03-23 16:04:10+00:00,"""Small, observational & non-randomized studies will not give us the answers we need. Using untested without the right evidence could raise false hope &amp; even do more harm than good &amp; cause a shortage of essential that are needed to treat other diseases""-@DrTedros #COVID19"
175,2020-03-23 16:03:21+00:00,"""We also recognize that there is a desperate need for effective therapeutics. There is currently no treatment that has been proven to be effective against #COVID19. It’s great to see the level of energy now being directed to research against COVID-19""-@DrTedros #coronavirus"
176,2020-03-23 16:01:40+00:00,"""Solving this problem requires political coordination at the level. I will be addressing heads of state from the G20 countries. I will be asking them to work together to increase production, avoid export bans &amp; ensure equity of distribution on the basis of need""-@DrTedros"
177,2020-03-23 16:00:59+00:00,"""Measures put in place to slow the spread of the virus may have unintended consequences by exacerbating shortages of essential protective gear, and the materials needed to make them""-@DrTedros #COVID19 #coronavirus"
178,2020-03-23 16:00:41+00:00,"""WHO has been working hard with many partners to rationalize and prioritize the use of personal protective equipment. Addressing the global shortage of these life-saving tools means addressing every part of the supply chain, from raw materials to finished product""-@DrTedros"
