0,1
2020-06-03 15:58:59+00:00,"""More than 100,000 cases of #COVID19 have been reported to WHO for each of the past 5 days. The Americas continues to account for the most cases. For several weeks, the number of cases reported each day in the Americas has been more than the rest of the put together""-@DrTedros"
2020-06-03 15:58:09+00:00,"""This is an important reminder that even as WHO focuses on responding to the #COVID19 pandemic, we continue to monitor and respond to many other health emergencies""-@DrTedros #Ebola #DRC"
2020-06-03 15:57:51+00:00,"""Today almost 50 responders from WHO and partners arrived in Mbandaka, #DRC, plus 3600 doses of #Ebola vaccine and 2000 cartridges for lab testing. The government is now sequencing the virus to see whether or not it is related to a previous outbreak""-@DrTedros"
2020-06-03 15:57:32+00:00,"""The latest person confirmed with #Ebola attended the burial of one of the first cases, but was detected in the town of Bikoro, #DRC, 150 kilometers away from Mbandaka. This means that two health zones are now affected""-@DrTedros"
2020-06-03 15:57:01+00:00,"""However, it is on the other side of the country to the #Ebola outbreak that WHO and partners have been fighting for almost 2 years in the provinces of North Kivu and Ituri, in eastern #DRC""-@DrTedros"
2020-06-03 15:56:40+00:00,"""To be clear, this #Ebola outbreak is in the same area as a previous outbreak in #DRC in 2018, which was stopped in just 3 months""-@DrTedros"
2020-06-03 15:55:52+00:00,"""WHO is continuing to respond to the new #Ebola outbreak in the city of Mbandaka, in the Equateur province of the #DRC. So far, 8 cases have been detected. Four of those have died and the other 4 are receiving care""-@DrTedros"
2020-06-03 15:54:05+00:00,Media briefing on #COVID19 with @DrTedros
2020-06-03 15:40:15+00:00,"विश्व स्वास्थय संगठन (WHO) के #COVID19 प्रेस कांफ्रेंस से जुड़ें हर सोमवार, बुधवार और शुक्रवार को रात 8.30 बजे (IST) क्लिक करें http://who.int/COVID-19"
2020-06-03 15:32:50+00:00,"Assista à conferência de imprensa da OMS para conhecer as últimas informações sobre a resposta mundial à COVID19, na sua própria língua. Todas as segundas, quartas e sextas-feiras, a partir das 15 horas GMT em http://who.int/COVID-19"
2020-06-03 15:31:19+00:00,"Vea la rueda de prensa de la OMS (@WHO press conference) para conocer la información más actualizada sobre la respuesta mundial a la #COVID19 en su propio idioma. Todos los lunes, miércoles y viernes a partir de las 15.00 horas GMT en http://who.int/COVID-19"
2020-06-03 14:50:24+00:00,"Для получения самой актуальной информации о глобальной борьбе с #COVID19 следите за пресс-конференциями ВОЗ (@WHO) на вашем родном языке. По понедельникам, средам и пятницам с 15:00 по Гринвичу по адресу http://who.int/COVID-19"
2020-06-03 14:21:20+00:00,"Regardez la conférence de presse de @WHO pour obtenir les dernières informations sur la riposte mondiale à la #COVID19 dans votre langue. Chaque lundi, mercredi et vendredi à partir de 15 heures GMT sur http://who.int/COVID-19"
2020-06-03 13:55:50+00:00,用你的语言观看世卫组织新闻发布会，了解全球应对COVID-19最新动态。 每周一、三、五下午3点（格林威治标准时间）通过以下网址观看：http://who.int/zh/COVID-19
2020-06-03 13:38:16+00:00,شاهد المؤتمر الصحفي لمنظمة الصحة العالمية للاطلاع، بلغتك، على أحدث المستجدات عن الاستجابة العالمية لجائحة #كوفيد-19 يُعقد كل إثنين وأربعاء وجمعة من الساعة الثالثة مساء بتوقيت غرينتتش، على الرابط: http://who.int/COVID-19
2020-06-03 12:48:30+00:00,"54% of road traffic deaths are pedestrians , cyclists &amp; motorcyclists Let's make cycling safe as well as healthy by promoting #RoadSafety! #WorldBicycleDay"
2020-06-03 12:39:57+00:00,WHO handwashing advice has always been 40 seconds
2020-06-03 12:36:04+00:00,"Hi Zelda, WHO handwashing advice has always been 40 seconds."
2020-06-03 12:03:09+00:00,It's #WorldBicycleDay #BeActive and ride your bike! DYK - adults should do at least 150 minutes of physical activity throughout the week
2020-06-03 11:35:33+00:00,"Cycling is healthy for all age groups: It helps you maintain a balanced weight and prevent heart disease, stroke, diabetes, & some cancers & improves mental health & well-being. ‍ ‍ #BeActive and ride your bicycle on #WorldBicycleDay!"
2020-06-03 11:25:06+00:00,"Cycling is not only healthy, it’s also good for the environment! #HealthyCities prioritize making it easy to exercise regularly, e.g. by creating lanes &amp; parks #WorldBicycleDay http://bit.ly/2JTuHq0"
2020-06-03 11:12:13+00:00,"It's #WorldBicycleDay Cycling is good for us all: Like all forms of physical exercise it helps maintain a balanced weight and prevent heart disease, stroke, diabetes, &amp; some cancers. + it improves mental health &amp; well-being. Ride your bicycle to #BeatNCDs!"
2020-06-03 11:04:51+00:00,"WHO partnered with preschool animated television series @peppapig to launch the ""Wash Wash Wash Your Hands"" sing-along video. Peppa and her friends show the fun in #SafeHand hygiene by encouraging children and families to wash their hands for 40-seconds"
2020-06-03 10:20:36+00:00,"Wash your hands for 40 seconds and sing along ""Wash Wash Wash Your Hands"" with @peppapig and and her friends, Rebecca Rabbit and Mr Badger! Washing your hands can help to stop the spread of #COVID19"
2020-06-02 23:26:51+00:00,Read about one neurologist who’s addressing #COVID19’s stress and related issues - and calling for more investments in healthcare https://bit.ly/2XY94t8 #WHOImpact : Dr Konstantinos Petsanis
2020-06-02 20:24:54+00:00,"When it comes to life post-#COVID19 pandemic, what Dr Petsanis worries about most is our #MentalHealth. https://bit.ly/2XY94t8 : Dr Konstantinos Petsanis"
2020-06-02 17:18:38+00:00,"The guide also provides practical advice for managers and supervisors to ensure the well-being, safety and health of their colleagues during #COVID19; how to create supportive work environments and how to support staff if they become distressed. https://bit.ly/2XWvsDc"
2020-06-02 15:54:01+00:00,What can you do to help people in severe distress? keep calm listen actively provide comfort and practical information refer them to specialized support More: https://bit.ly/2XWvsDc #MentalHealth
2020-06-02 15:00:48+00:00,New #OpenWHO online course to support the #COVID19 response: Enroll today &amp; learn how to prevent the contamination of the health care environment to prevent the spread of multidrug-resistant organisms &amp; health care-associated infections. https://bit.ly/2XqGSjS
2020-06-02 14:12:39+00:00,"To recover well from #COVID19, people need to feel that they have some control in their lives. The guide advises how to help others find their own solutions to their problems. https://bit.ly/2XWvsDc #MentalHealth"
2020-06-02 13:21:52+00:00,How can essential workers during #COVID19 present themselves and communicate with empathy so that others who may be feeling anxious or confused feel comfortable with them? Answer: https://bit.ly/2XWvsDc #MentalHealth
2020-06-02 13:07:27+00:00,Essential workers during #COVID19 should care for their own mental well-being: keeping up with physical exercise getting enough sleep continuing with activities they enjoy More tips: https://bit.ly/2XWvsDc
2020-06-02 12:53:16+00:00,"The guide - produced by @iascch is for: health &amp; social workers emergency responders people working in food stores, public transport, pharmacies, funeral parlours people who are providing support to vulnerable family members or members of their community #MentalHealth"
2020-06-02 12:16:48+00:00,Basic Psychosocial Skills: a Guide for essential workers during #COVID19 will help them use psychosocial support skills in their daily work https://bit.ly/2XWvsDc #MentalHealth
2020-06-02 07:19:46+00:00,"Mums and dads, you deserve praise! You are stars! Looking after kids 24-7 during #COVID19 isn’t easy. Remind yourself of what you did well today. Think about the good moments. More parenting tips during COVID-19 https://bit.ly/ParentingCOVID19"
2020-06-02 06:30:06+00:00,Talk to your children about #COVID19. It’s hard for them not to hear about it. Silence &amp; secrets do not protect our children. Honesty &amp; openness do. Think about how much they will understand. You know them best. More parenting tips during #COVID19 https://bit.ly/ParentingCOVID19
2020-06-02 06:27:07+00:00,"Countries must ‘build back better’, strengthening health services so that people affected by noncommunicable diseases can receive the care they need without disruption , in all circumstances."
2020-06-02 05:44:25+00:00,Crowded and messy home? Kids crying? Teenagers screaming? Back-to-back online meetings? Take a deep breath. Take a break. Do something for yourself. Take care of yourself so you can take care of your children More parenting tips during #COVID19 https://bit.ly/ParentingCOVID19
2020-06-02 05:22:50+00:00,"A structured day helps kids feel secure and makes it easier to manage them. Try making a timetable, with schoolwork, games, free time, exercise and handwashing. Take charge of your days - routine up! More parenting tips during #COVID19 https://bit.ly/ParentingCOVID19"
2020-06-01 21:31:49+00:00,"Praise is powerful. Try praising your child or teenager for something they have done well. Do it in a genuine way. They may not show it, but you’ll see them doing that good thing again. More parenting tips during #COVID19 https://bit.ly/ParentingCOVID19 #ParentsDay"
